ProductID,Elasticity
787,1.1959685172185952
737,1.6306295535230508
792,1.65865557930911
778,1.835150180553318
130,4.301880333820667
814,0.8345723927988457
704,1.2930839936291392
783,1.2434738516051265
742,1.6238394241056047
7774,11.767918085361282
713,1.2457228542176286
7732,1.0479440361023922
1729,0.5814094585123047
756,0.6063602363818726
776,1.0591088836120375
774,1.519299251979864
777,1.3381567321271015
7741,0.5085348705011141
4369,1.28127159297246
800,1.1488983161000232
816,0.9648832579031588
722,1.088602111939817
6945,0.3145233827948247
804,1.736939033213378
7757,0.926817340992444
710,0.4801161367587477
715,0.4424722321950552
784,0.8491520012969741
785,0.630542360845553
1051,0.4847562673334434
891,0.3648785135647181
813,1.3438152344056415
7836,1.5841311487570724
798,0.429322288326372
773,1.5000228004464802
786,0.5447957632673718
2414,0.36778261974735055
4097,0.9288952990064879
790,0.3135331189340312
751,0.32580939712259316
726,1.6270820748120105
741,0.926801678162514
812,0.17710688033668012
748,1.4498450943953893
1699,0.35601907092297747
2032,0.6635745495318549
763,0.4437503411365325
743,1.0560501881411937
779,0.7356707276359474
7765,0.7007978029133825
720,0.5827765831816528
4213,0.43532701254452993
4154,0.93093919600389
788,0.8265998733250897
745,0.7191085811279789
1555,0.23414639093912412
1109,0.5216279699718208
92,3.867080403016995
807,0.5286980619972601
723,0.41499408022798484
6940,0.33911630968209566
746,0.6363466675718616
1549,1.0265848820869767
4300,1.4940537402537588
7391,1.8003108611216392
4354,2.768921383554178
818,0.9754761988536651
752,0.963133768095308
7505,0.373658465507702
2543,3.123772692244763
7468,5.213586331695707
709,0.558226924680139
7954,0.9885729365100737
7950,9.051534161821513
7945,16.548609922524264
7562,0.6611447642470316
7952,1.6693440554457004
7964,1.8506230130550914
7566,0.5823262180458761
7861,3.733438236606083
7955,5.288172386912472
7218,1.4436185843879283
7956,4.4597804551047755
7965,11.20506160313486
7990,2.74462131072198
7985,2.034359009409594
7341,5.530277754227662
7750,2.172008393238335
7981,4.43867787508094
1866,1.0744169806472756
8012,2.552206801627147
8050,5.462571977078428
8013,1.4707070311867319
8056,0.6504469445787975
7984,30.985146759583184
7973,2.7720231825620685
7991,3.98358817009788
8073,2.0981983456055806
7972,2.122243476439786
8045,8.513286977737987
8040,4.93219484682762
8048,15.677383753073403
8097,2.0532975809782146
8108,1.2607992172435376
7969,2.744419770188489
8063,4.352808275418067
601,3.4955621676141786
7893,2.9775516294138042
8024,0.7949172831958422
8064,3.176397611512488
7293,0.9979033465043299
8105,1.6244422500795483
3337,1.3304056933072146
8106,1.8466273641915363
